1454741172.000000, IBI
378.954847,0.734409
379.736132,0.781286
380.517418,0.781286
381.220575,0.703157
381.892481,0.671906
382.564387,0.671906
383.408175,0.843789
384.064456,0.656280
396.096256,0.750034
479.287564,0.718783
480.006347,0.718783
480.647002,0.640654
481.334533,0.687531
499.382234,0.687531
500.116643,0.734409
500.897929,0.781286
501.507332,0.609403
502.147986,0.640654
502.851143,0.703157
503.616803,0.765660
504.288709,0.671906
504.991866,0.703157
505.679398,0.687531
506.382555,0.703157
507.054461,0.671906
507.663863,0.609403
508.351395,0.687531
508.992049,0.640654
515.320464,0.656280
515.914241,0.593777
516.586147,0.671906
517.304930,0.718783
517.945584,0.640654
518.617490,0.671906
519.383150,0.765660
524.117742,0.656280
524.742770,0.625029
525.445927,0.703157
526.102207,0.656280
526.836616,0.734409
527.446019,0.609403
528.039796,0.593777
528.633573,0.593777
529.352356,0.718783
553.634718,0.656280
554.509758,0.875040
555.134786,0.625029
555.791066,0.656280
560.619412,0.656280
561.213190,0.593777
561.916347,0.703157
562.619504,0.703157
563.291410,0.671906
563.932064,0.640654
564.635221,0.703157
565.291501,0.656280
565.979033,0.687531
566.635313,0.656280
567.229090,0.593777
567.900996,0.671906
568.588527,0.687531
569.182304,0.593777
569.822959,0.640654
570.510490,0.687531
571.260525,0.750034
571.994933,0.734409
572.651213,0.656280
573.385622,0.734409
574.073153,0.687531
574.791936,0.718783
584.401751,0.765660
585.042405,0.640654
585.745563,0.703157
586.479971,0.734409
587.042497,0.562526
